X1,X2,X3,X4,X5,X6,X7,X8,Y
,283.26,0.0,0.0,40,Clouds,scattered clouds,2012-11-15 13:00:00,5114
,288.36,0.0,0.0,1,Clear,sky is clear,2017-08-23 09:00:00,5429
,295.38,0.0,0.0,48,Clouds,scattered clouds,2016-10-04 17:00:00,5749
,267.22,0.0,0.0,90,Snow,light snow,2017-03-12 14:00:00,5027
,277.07,0.0,0.0,75,Clouds,broken clouds,2016-03-20 13:00:00,4757
,285.79,0.0,0.0,75,Clouds,broken clouds,2018-05-13 10:00:00,3725
,276.68,0.0,0.0,75,Mist,mist,2017-11-15 08:00:00,6104
,256.61,0.0,0.0,90,Haze,haze,2017-12-29 18:00:00,3929
,290.65,0.0,0.0,0,Clear,Sky is Clear,2013-07-25 10:00:00,4727
,288.67,0.0,0.0,90,Haze,haze,2018-09-19 05:00:00,3074
,299.15,0.0,0.0,40,Clouds,scattered clouds,2014-07-20 22:00:00,2091
,274.88,0.0,0.0,90,Mist,mist,2017-01-21 22:00:00,3699
,274.72,0.0,0.0,90,Mist,mist,2017-01-17 15:00:00,5675
,299.05,0.0,0.0,0,Clear,Sky is Clear,2013-08-12 17:00:00,6234
,272.14,0.0,0.0,75,Clouds,broken clouds,2013-02-18 14:00:00,4876
,288.15,0.0,0.0,90,Fog,fog,2015-09-10 01:00:00,340
,271.02,0.0,0.0,90,Clouds,overcast clouds,2017-11-01 04:00:00,917
,272.23,0.0,0.0,1,Clear,sky is clear,2017-10-29 02:00:00,446
,286.97,0.0,0.0,75,Clouds,broken clouds,2015-08-24 10:00:00,4313
,276.58,0.0,0.0,90,Mist,mist,2015-10-28 13:00:00,4958
,297.25,0.0,0.0,90,Clouds,overcast clouds,2016-09-04 17:00:00,3470
,293.99,0.0,0.0,1,Clear,sky is clear,2015-08-01 09:00:00,3209
,274.6,0.0,0.0,90,Snow,heavy snow,2013-04-22 08:00:00,6112
,268.68,0.0,0.0,1,Clear,sky is clear,2017-11-21 19:00:00,3208
,272.08,0.0,0.0,1,Clear,sky is clear,2018-01-27 12:00:00,5344
,275.43,0.0,0.0,90,Fog,fog,2016-03-09 08:00:00,6115
,265.15,0.0,0.0,1,Clear,sky is clear,2013-11-23 15:00:00,4127
,301.13,0.0,0.0,88,Clouds,overcast clouds,2013-07-20 15:00:00,4782
,292.18,0.28,0.0,40,Drizzle,light intensity drizzle,2018-09-05 03:00:00,323
,273.36,0.0,0.0,90,Rain,light rain,2013-04-19 06:00:00,4931
,298.35,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2018-08-03 20:00:00,3461
,268.03,0.0,0.0,90,Clouds,overcast clouds,2013-02-07 18:00:00,4432
,272.09,0.0,0.0,90,Snow,heavy snow,2012-11-12 11:00:00,4245
,300.18,0.0,0.0,40,Clouds,scattered clouds,2016-07-13 18:00:00,4191
,294.54,0.54,0.0,40,Rain,light rain,2014-05-31 18:00:00,3881
,281.59,0.0,0.0,90,Clouds,overcast clouds,2012-10-10 15:00:00,5610
,273.15,0.0,0.0,90,Clouds,overcast clouds,2018-03-06 16:00:00,6420
,267.88,0.0,0.0,90,Clouds,overcast clouds,2017-12-15 07:00:00,6307
,297.3,0.0,0.0,1,Clear,sky is clear,2018-06-29 02:00:00,385
,267.21,0.0,0.0,40,Clouds,scattered clouds,2014-03-12 11:00:00,4785
,283.27,0.0,0.0,40,Haze,haze,2018-04-24 09:00:00,5509
,285.29,0.0,0.0,75,Mist,mist,2017-04-25 08:00:00,6318
,278.65,0.0,0.0,90,Clouds,overcast clouds,2016-03-27 17:00:00,3662
,291.15,0.0,0.0,90,Rain,light rain,2018-07-20 03:00:00,376
,274.41,0.0,0.0,90,Clouds,overcast clouds,2016-02-06 18:00:00,4434
,299.37,0.0,0.0,0,Clear,Sky is Clear,2016-08-18 12:00:00,4767
,255.93,0.0,0.0,5,Clear,sky is clear,2018-01-16 20:00:00,2574
,281.134,0.0,0.0,24,Clouds,few clouds,2016-10-07 17:00:00,5394
,273.68,0.0,0.0,90,Mist,mist,2017-01-24 00:00:00,571
,274.41,0.0,0.0,98,Clear,sky is clear,2012-11-06 02:00:00,256
,284.62,0.0,0.0,90,Clouds,overcast clouds,2017-05-19 21:00:00,3201
,274.15,0.0,0.0,90,Snow,light snow,2016-11-22 17:00:00,4762
,292.16,0.0,0.0,32,Clouds,scattered clouds,2016-08-16 07:00:00,5969
,262.77,0.0,0.0,75,Clouds,broken clouds,2014-03-05 05:00:00,2698
,279.57,0.0,0.0,90,Mist,mist,2013-04-09 14:00:00,5298
,289.08,0.0,0.0,1,Clear,sky is clear,2015-11-09 14:00:00,5096
,291.58,0.0,0.0,0,Clear,Sky is Clear,2013-08-19 00:00:00,660
,261.61,0.0,0.0,90,Snow,light snow,2016-02-14 07:00:00,1198
,291.43,0.86,0.0,75,Rain,light rain,2014-07-25 08:00:00,5876
,290.94,0.38,0.0,75,Drizzle,light intensity drizzle,2015-07-06 13:00:00,4307
,286.91,0.0,0.0,40,Clouds,scattered clouds,2014-05-14 18:00:00,5125
,278.84,0.0,0.0,90,Drizzle,heavy intensity drizzle,2012-11-06 21:00:00,2078
,293.931,0.0,0.0,8,Clear,sky is clear,2016-07-15 18:00:00,3983
,286.6,0.0,0.0,1,Mist,mist,2017-08-29 03:00:00,337
,293.79,0.0,0.0,1,Mist,mist,2018-08-12 00:00:00,1406
,283.05,0.0,0.0,1,Clear,sky is clear,2012-10-13 14:00:00,4495
,282.08,0.0,0.0,1,Clear,sky is clear,2017-10-04 03:00:00,360
,284.44,0.0,0.0,90,Fog,fog,2016-05-12 01:00:00,356
,290.58,0.0,0.0,20,Clouds,few clouds,2017-09-13 06:00:00,5355
,273.89,0.0,0.0,1,Clear,sky is clear,2016-04-11 21:00:00,2214
,270.95,0.0,0.0,75,Clouds,broken clouds,2013-03-25 00:00:00,1459
,292.12,0.0,0.0,48,Clouds,scattered clouds,2016-06-22 07:00:00,6683
,297.96,0.0,0.0,1,Clear,sky is clear,2018-04-30 21:00:00,2329
,287.09,0.0,0.0,90,Rain,moderate rain,2017-10-06 15:00:00,5777
,293.84,0.0,0.0,1,Mist,mist,2014-08-04 00:00:00,687
,274.29,0.0,0.0,75,Clouds,broken clouds,2014-02-18 11:00:00,4620
,268.34,0.0,0.05,90,Snow,light snow,2015-12-29 05:00:00,2236
,292.58,0.0,0.0,90,Rain,light rain,2017-08-18 12:00:00,5094
,296.79,0.0,0.0,90,Clouds,overcast clouds,2016-09-12 16:00:00,6263
,274.58,0.0,0.0,1,Clear,sky is clear,2018-04-05 14:00:00,5535
,292.91,0.25,0.0,75,Rain,light rain,2018-08-29 15:00:00,5814
,270.68,0.0,0.0,90,Snow,light snow,2016-03-19 03:00:00,385
,294.72,0.0,0.0,1,Rain,light rain,2015-08-09 02:00:00,675
,292.87,21.42,0.0,90,Mist,mist,2013-07-14 07:00:00,1745
,280.22,0.0,0.0,75,Clouds,broken clouds,2017-11-29 15:00:00,5862
,301.15,0.0,0.0,75,Clouds,broken clouds,2017-07-30 19:00:00,3914
,250.41,0.0,0.0,3,Clear,sky is clear,2013-02-02 10:00:00,3885
,254.53,0.0,0.0,1,Clear,sky is clear,2014-03-02 12:00:00,3838
,293.5,0.0,0.0,1,Mist,mist,2015-08-14 07:00:00,5852
,293.02,0.0,0.0,75,Clouds,broken clouds,2013-05-31 08:00:00,5974
,259.65,0.0,0.0,1,Clear,sky is clear,2017-12-12 06:00:00,5981
,279.23,0.0,0.0,40,Clouds,scattered clouds,2018-04-17 18:00:00,4827
,279.23,0.0,0.0,20,Clouds,few clouds,2014-04-23 01:00:00,324
,283.78,0.25,0.0,90,Drizzle,light intensity drizzle,2016-04-25 11:00:00,4510
,262.42,0.0,0.0,90,Mist,mist,2016-02-08 05:00:00,2665
,275.0,0.0,0.0,1,Clear,sky is clear,2018-02-27 12:00:00,4901
,285.05,0.0,0.0,1,Clear,sky is clear,2016-06-07 02:00:00,297
,275.87,0.0,0.0,90,Mist,mist,2013-05-04 16:00:00,4760
,295.44,0.0,0.0,75,Clouds,broken clouds,2018-06-20 11:00:00,4675
,284.1,0.0,0.0,50,Clear,sky is clear,2012-10-11 15:00:00,5818
,268.74,0.0,0.0,1,Clear,sky is clear,2015-12-19 19:00:00,3577
,248.38,0.0,0.0,1,Clear,sky is clear,2014-01-23 00:00:00,490
,290.05,0.0,0.0,1,Clear,sky is clear,2014-07-31 02:00:00,330
,289.81,0.25,0.0,24,Rain,light rain,2013-08-01 06:00:00,5886
,298.22,0.0,0.0,75,Clouds,broken clouds,2018-08-07 19:00:00,3272
,295.87,0.0,0.0,0,Clear,Sky is Clear,2013-08-10 17:00:00,4462
,288.57,0.0,0.0,24,Clouds,few clouds,2014-05-24 06:00:00,1352
,270.65,0.0,0.0,1,Clear,sky is clear,2017-03-21 21:00:00,2613
,291.0,0.0,0.0,40,Clouds,scattered clouds,2013-06-02 10:00:00,3771
,261.42,0.0,0.0,1,Clear,sky is clear,2018-04-08 07:00:00,1357
,295.72,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2017-08-05 18:00:00,4065
,279.35,0.0,0.0,1,Clear,sky is clear,2017-05-19 06:00:00,5484
,302.69,0.0,0.0,0,Clear,Sky is Clear,2013-07-13 19:00:00,3288
,273.92,0.0,0.0,90,Drizzle,drizzle,2013-05-05 02:00:00,717
,267.15,0.0,0.0,20,Clouds,few clouds,2014-03-05 12:00:00,4768
,286.95,0.0,0.0,40,Clouds,scattered clouds,2017-05-22 11:00:00,4392
,270.47,0.0,0.0,6,Clear,sky is clear,2012-11-30 05:00:00,2468
,301.41,0.0,0.0,1,Clear,sky is clear,2015-08-12 18:00:00,4786
,288.22,0.0,0.0,88,Clouds,overcast clouds,2013-07-27 21:00:00,2926
,287.97,0.0,0.0,1,Clear,sky is clear,2016-06-06 02:00:00,320
,291.75,0.0,0.0,0,Clear,Sky is Clear,2013-07-22 11:00:00,4636
,289.75,0.0,0.0,1,Fog,fog,2018-08-08 04:00:00,912
,271.22,0.0,0.0,90,Snow,light snow,2015-12-25 23:00:00,1286
,275.2,0.0,0.0,1,Clear,sky is clear,2014-04-08 05:00:00,2780
,273.48,0.0,0.0,90,Rain,light rain,2017-04-27 07:00:00,6302
,281.69,0.0,0.0,75,Clouds,broken clouds,2017-04-14 04:00:00,834
,261.62,0.0,0.0,90,Fog,fog,2016-12-16 19:00:00,1906
,306.29,0.0,0.0,1,Clear,sky is clear,2017-06-10 18:00:00,3954
,301.51,0.0,0.0,40,Clouds,scattered clouds,2018-07-16 15:00:00,5558
,279.52,0.0,0.0,0,Clear,Sky is Clear,2013-10-13 02:00:00,730
,287.23,0.0,0.0,75,Clouds,broken clouds,2015-09-10 21:00:00,2684
,286.22,0.0,0.0,1,Haze,haze,2018-05-15 03:00:00,349
,282.35,0.0,0.0,100,Drizzle,drizzle,2012-10-20 11:00:00,4339
,280.82,0.0,0.0,85,Fog,fog,2012-10-15 05:00:00,2606
,305.17,0.0,0.0,1,Clear,sky is clear,2018-05-27 20:00:00,2825
,288.42,0.0,0.0,90,Mist,mist,2017-10-21 09:00:00,3381
,277.28,0.0,0.0,90,Mist,mist,2017-03-25 23:00:00,1896
,283.09,0.0,0.0,90,Drizzle,light intensity drizzle,2017-05-18 04:00:00,836
,262.09,0.0,0.0,40,Clouds,scattered clouds,2017-01-03 13:00:00,4377
,284.01,0.0,0.0,90,Clouds,overcast clouds,2017-10-11 23:00:00,1118
,290.16,0.0,0.0,1,Mist,mist,2017-07-11 03:00:00,328
,292.31,0.0,0.0,1,Clear,sky is clear,2015-07-31 03:00:00,410
,270.65,0.0,0.0,90,Haze,haze,2017-12-17 18:00:00,3558
,291.14,0.0,0.0,44,Clouds,scattered clouds,2016-10-28 12:00:00,4570
,289.06,0.0,0.0,8,Mist,mist,2013-06-12 01:00:00,377
,290.88,0.0,0.0,75,Clouds,broken clouds,2017-09-30 19:00:00,3898
,291.01,0.0,0.0,20,Clouds,few clouds,2016-05-19 10:00:00,4597
,288.55,0.0,0.0,75,Clouds,broken clouds,2017-10-01 01:00:00,894
,256.15,0.0,0.0,1,Clear,sky is clear,2014-02-23 05:00:00,456
,272.07,0.0,0.0,90,Mist,mist,2012-12-10 05:00:00,2139
,278.39,0.0,0.0,90,Drizzle,drizzle,2013-04-08 23:00:00,1124
,295.22,0.0,0.0,1,Clear,sky is clear,2017-07-16 00:00:00,1674
,272.89,0.0,0.0,1,Clear,sky is clear,2017-02-06 15:00:00,5639
,268.02,0.0,0.0,90,Snow,light snow,2017-12-15 02:00:00,358
,271.79,0.0,0.0,90,Snow,snow,2018-04-03 17:00:00,4207
,289.6,4.04,0.0,90,Thunderstorm,proximity thunderstorm with rain,2015-09-09 23:00:00,1047
,271.95,0.0,0.0,90,Mist,mist,2017-01-16 21:00:00,1580
,275.01,0.0,0.0,90,Mist,mist,2017-11-02 01:00:00,362
,294.58,13.32,0.0,90,Mist,mist,2015-07-28 08:00:00,5045
,286.15,0.0,0.0,75,Rain,moderate rain,2017-10-06 21:00:00,2904
,260.5,0.0,0.0,90,Mist,mist,2016-01-20 02:00:00,254
,275.216,0.0,0.0,0,Clear,Sky is Clear,2016-10-08 21:00:00,4077
,262.63,0.0,0.0,1,Clear,sky is clear,2013-11-22 22:00:00,3041
,266.83,0.0,0.0,90,Clouds,overcast clouds,2013-02-22 16:00:00,5830
,275.02,0.0,0.0,90,Snow,light snow,2018-03-05 07:00:00,5062
,288.48,0.0,0.0,90,Haze,haze,2015-11-04 16:00:00,6670
,272.43,0.0,0.0,90,Mist,mist,2015-12-02 10:00:00,4568
,270.28,0.0,0.0,90,Clouds,overcast clouds,2016-03-03 03:00:00,306
,274.33,0.0,0.0,90,Snow,heavy snow,2012-12-16 20:00:00,2186
,290.55,0.0,0.0,5,Mist,mist,2018-06-02 22:00:00,2808
,280.13,0.0,0.0,1,Clear,sky is clear,2013-09-29 06:00:00,903
,250.46,0.0,0.0,1,Clear,sky is clear,2018-01-12 06:00:00,4791
,270.55,0.0,0.0,90,Snow,light snow,2017-01-01 23:00:00,1043
,287.62,0.0,0.0,1,Clear,sky is clear,2017-06-23 04:00:00,1023
,282.69,0.0,0.0,1,Clear,sky is clear,2013-05-11 11:00:00,3544
,290.93,0.0,0.0,20,Mist,mist,2018-08-06 07:00:00,6280
,273.93,0.0,0.0,90,Rain,light rain,2013-01-11 20:00:00,2711
,286.62,0.0,0.0,90,Rain,light rain,2017-05-30 15:00:00,5677
,263.49,0.0,0.0,1,Clear,sky is clear,2017-01-29 22:00:00,1413
,281.93,0.0,0.0,1,Clear,sky is clear,2016-09-14 04:00:00,857
,261.65,0.0,0.0,1,Clear,sky is clear,2017-02-09 12:00:00,4864
,293.01,0.0,0.0,1,Clear,sky is clear,2018-05-18 01:00:00,453
,291.1,5.19,0.0,90,Thunderstorm,proximity thunderstorm,2018-09-20 17:00:00,5065
,291.53,0.0,0.0,75,Clouds,broken clouds,2014-07-09 09:00:00,5193
,295.66,0.0,0.0,8,Clear,sky is clear,2013-06-28 00:00:00,792
,291.35,0.0,0.0,1,Clear,sky is clear,2018-08-22 22:00:00,1928
,285.53,0.0,0.0,90,Clouds,overcast clouds,2012-11-18 12:00:00,3999
,295.28,0.0,0.0,40,Clouds,scattered clouds,2016-07-03 10:00:00,2827
,293.57,0.0,0.0,20,Clouds,few clouds,2017-09-19 11:00:00,4690
,290.87,0.0,0.0,92,Rain,light rain,2014-07-01 16:00:00,6701
,286.66,0.0,0.0,12,Fog,fog,2013-06-12 06:00:00,5963
,266.95,0.0,0.0,5,Clear,sky is clear,2017-12-11 21:00:00,2028
,287.12,0.0,0.0,40,Clouds,scattered clouds,2015-09-11 20:00:00,2017
,286.87,0.0,0.0,90,Clouds,overcast clouds,2012-11-22 13:00:00,3213
,262.55,0.0,0.0,1,Haze,haze,2018-03-09 08:00:00,5947
,258.68,0.0,0.0,90,Haze,haze,2017-01-11 11:00:00,3563
,269.68,0.0,0.0,20,Clouds,few clouds,2018-03-07 14:00:00,5160
,287.1,0.0,0.0,1,Clear,sky is clear,2012-10-03 21:00:00,2637
,275.23,0.0,0.0,90,Clouds,overcast clouds,2018-02-28 20:00:00,2939
,287.12,0.25,0.0,48,Rain,light rain,2013-07-28 21:00:00,2910
,275.86,0.0,0.0,90,Rain,moderate rain,2017-03-16 19:00:00,3595
,268.28,0.0,0.0,90,Clouds,overcast clouds,2016-12-21 02:00:00,333
,295.86,0.25,0.0,1,Rain,light rain,2018-08-30 14:00:00,5680
,272.72,0.0,0.0,40,Clouds,scattered clouds,2016-12-03 13:00:00,5518
,276.81,0.0,0.0,90,Mist,mist,2017-03-24 11:00:00,5276
,286.82,0.0,0.0,90,Drizzle,drizzle,2017-04-15 05:00:00,598
,280.3,0.0,0.0,1,Clear,sky is clear,2016-11-13 00:00:00,974
,261.86,0.0,0.0,75,Mist,mist,2017-12-24 21:00:00,2576
,269.89,0.0,0.0,90,Clouds,overcast clouds,2017-02-05 04:00:00,482
,291.06,0.0,0.0,1,Clear,sky is clear,2018-09-13 05:00:00,3052
,278.58,0.0,0.0,40,Clouds,scattered clouds,2017-02-10 15:00:00,5670
,306.79,0.0,0.0,8,Clear,sky is clear,2013-08-27 16:00:00,6653
,268.03,0.0,0.0,90,Clouds,overcast clouds,2013-02-09 22:00:00,4198
,292.35,0.0,0.0,1,Clear,sky is clear,2017-06-22 22:00:00,2844
,273.84,0.0,0.0,1,Snow,light snow,2017-02-21 09:00:00,5252
,283.22,0.0,0.0,90,Drizzle,drizzle,2016-05-11 08:00:00,6087
,286.22,0.0,0.0,90,Rain,moderate rain,2016-04-21 10:00:00,4734
,273.15,0.25,0.0,64,Rain,light rain,2014-01-24 19:00:00,2888
,287.59,0.0,0.0,64,Clouds,broken clouds,2016-10-04 07:00:00,6199
,290.75,0.0,0.0,90,Rain,moderate rain,2017-09-25 04:00:00,861
,270.77,0.0,0.0,20,Clouds,few clouds,2014-03-12 17:00:00,6039
,249.33,0.0,0.0,75,Clouds,broken clouds,2013-01-22 08:00:00,5693
,274.31,0.0,0.0,20,Clouds,few clouds,2012-12-14 14:00:00,5519
,291.37,0.0,0.0,40,Rain,light rain,2017-10-21 01:00:00,804
,268.15,0.0,0.0,90,Mist,mist,2012-12-19 03:00:00,378
,280.96,0.0,0.0,96,Rain,light rain,2012-10-20 05:00:00,759
,272.08,0.0,0.0,90,Mist,mist,2016-01-24 15:00:00,3865
,293.81,0.0,0.0,1,Thunderstorm,proximity thunderstorm,2015-09-02 08:00:00,5821
,296.78,0.0,0.0,40,Thunderstorm,thunderstorm,2015-09-05 04:00:00,439
,271.93,0.0,0.0,5,Clear,sky is clear,2017-11-23 10:00:00,2817
,293.318,0.0,0.0,92,Clouds,overcast clouds,2016-07-14 09:00:00,4702
,260.54,0.0,0.0,64,Clouds,broken clouds,2013-12-29 04:00:00,300
,293.59,0.0,0.0,75,Fog,fog,2015-08-09 06:00:00,828
,260.47,0.0,0.0,40,Clouds,scattered clouds,2012-11-27 08:00:00,6116
,277.07,0.0,0.0,1,Clear,sky is clear,2014-04-22 05:00:00,2783
,274.72,0.0,0.0,1,Clear,sky is clear,2016-11-21 13:00:00,4391
,284.95,0.0,0.0,90,Mist,mist,2012-12-04 11:00:00,4731
,284.22,0.0,0.0,90,Rain,moderate rain,2015-11-18 12:00:00,4908
,294.48,0.0,0.0,40,Clouds,scattered clouds,2017-05-27 19:00:00,2988
,277.053,0.0,0.0,8,Clear,sky is clear,2016-10-24 11:00:00,3934
,283.21,0.0,0.0,75,Clouds,broken clouds,2014-04-18 15:00:00,5981
,292.22,0.0,0.0,90,Rain,light rain,2018-06-19 21:00:00,2454
,274.62,0.0,0.0,90,Drizzle,light intensity drizzle,2017-11-01 19:00:00,3045
,287.28,0.0,0.0,40,Clouds,scattered clouds,2018-06-03 04:00:00,419
,277.23,0.0,0.0,40,Rain,light rain,2015-12-08 18:00:00,4783
,281.69,0.0,0.0,1,Clear,sky is clear,2017-04-18 01:00:00,362
,280.3,0.0,0.0,90,Mist,mist,2016-03-26 11:00:00,4205
,283.01,0.0,0.0,64,Clouds,broken clouds,2013-11-14 14:00:00,5550
,305.37,0.0,0.0,8,Clear,sky is clear,2013-07-17 15:00:00,5809
,264.17,0.0,0.0,1,Clear,sky is clear,2012-12-27 16:00:00,5652
,265.28,0.0,0.0,90,Snow,light snow,2016-12-07 10:00:00,4633
,281.469,0.0,0.0,0,Clear,Sky is Clear,2016-11-01 08:00:00,5467
,288.71,0.86,0.0,90,Rain,moderate rain,2018-09-20 10:00:00,4326
,289.78,0.0,0.0,92,Rain,light rain,2013-06-05 14:00:00,5550
,300.28,0.0,0.0,1,Clear,sky is clear,2018-08-15 13:00:00,4841
,288.69,0.0,0.0,90,Fog,fog,2016-08-28 05:00:00,588
,291.28,0.0,0.0,1,Clear,sky is clear,2017-05-11 16:00:00,6548
,258.45,0.0,0.0,20,Clouds,few clouds,2013-01-13 22:00:00,1274
,289.67,0.0,0.0,20,Clouds,few clouds,2016-09-02 09:00:00,4739
,291.22,0.0,0.0,1,Mist,mist,2018-08-12 05:00:00,529
,290.47,0.25,0.0,92,Rain,light rain,2013-08-12 06:00:00,5939
,272.65,0.0,0.0,90,Mist,mist,2017-12-11 10:00:00,4049
,269.62,0.0,0.0,1,Clear,sky is clear,2016-03-21 06:00:00,5468
,300.31,0.0,0.0,40,Clouds,scattered clouds,2015-07-13 13:00:00,4725
,298.76,0.0,0.0,1,Clear,sky is clear,2018-06-16 01:00:00,825
,273.0,0.0,0.0,1,Clear,sky is clear,2017-11-18 09:00:00,3676
,288.95,0.0,0.0,1,Mist,mist,2018-05-23 05:00:00,2989
,290.75,0.0,0.0,1,Mist,mist,2017-07-28 04:00:00,923
,293.45,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2016-07-08 00:00:00,680
,302.02,0.0,0.0,1,Clear,sky is clear,2015-09-15 15:00:00,5708
,299.53,0.0,0.0,75,Clouds,broken clouds,2015-06-25 14:00:00,5264
,260.62,0.0,0.0,75,Clouds,broken clouds,2012-11-27 07:00:00,6768
,294.68,1.2,0.0,90,Rain,moderate rain,2014-07-06 07:00:00,954
,289.51,0.0,0.0,90,Clouds,overcast clouds,2015-11-04 23:00:00,1012
,255.52,0.0,0.0,1,Clear,sky is clear,2014-02-23 07:00:00,930
,280.43,0.0,0.0,90,Drizzle,drizzle,2016-11-18 06:00:00,5506
,270.12,0.0,0.0,90,Clouds,overcast clouds,2012-11-29 09:00:00,5403
,277.99,0.0,0.0,90,Clouds,overcast clouds,2014-04-13 06:00:00,786
,272.72,0.0,0.0,1,Clear,sky is clear,2017-12-03 06:00:00,813
,269.13,0.0,0.0,1,Clear,sky is clear,2014-04-05 05:00:00,664
,286.41,0.0,0.0,1,Clear,sky is clear,2016-04-13 22:00:00,1993
,273.51,0.0,0.0,90,Clouds,overcast clouds,2016-02-23 01:00:00,315
,265.41,0.0,0.0,75,Clouds,broken clouds,2013-01-08 00:00:00,489
,274.31,0.0,0.0,1,Clear,sky is clear,2013-05-04 04:00:00,420
,266.86,0.0,0.0,90,Snow,light snow,2017-12-09 07:00:00,2156
,293.66,1.02,0.0,90,Thunderstorm,proximity thunderstorm,2018-08-24 02:00:00,387
,290.35,0.0,0.0,1,Clear,sky is clear,2017-04-24 11:00:00,4548
,277.57,0.0,0.0,90,Mist,mist,2012-11-07 05:00:00,2619
,295.03,5.97,0.0,64,Squall,SQUALLS,2013-08-07 20:00:00,3216
,294.08,0.0,0.0,90,Drizzle,light intensity drizzle,2018-05-30 10:00:00,4554
,292.6,0.0,0.0,0,Clear,Sky is Clear,2016-08-06 09:00:00,4183
,290.03,0.0,0.0,1,Clear,sky is clear,2016-09-03 09:00:00,3713
,279.83,0.0,0.0,1,Clear,sky is clear,2015-10-10 07:00:00,1353
,276.93,0.0,0.0,75,Clouds,broken clouds,2012-10-30 21:00:00,2578
,266.87,0.0,0.0,1,Clear,sky is clear,2018-04-08 00:00:00,1578
,268.7,0.0,0.0,1,Clear,sky is clear,2013-04-02 00:00:00,571
,289.71,0.0,0.0,1,Mist,mist,2015-06-30 03:00:00,414
,279.45,0.0,0.0,91,Mist,mist,2012-10-19 07:00:00,5777
,287.68,0.0,0.0,0,Clear,Sky is Clear,2013-06-18 06:00:00,6058
,265.94,0.0,0.0,90,Mist,mist,2018-02-25 03:00:00,254
,289.07,0.0,0.0,90,Clouds,overcast clouds,2018-05-12 14:00:00,4631
,275.27,0.0,0.0,40,Clouds,scattered clouds,2017-02-10 13:00:00,4622
,295.95,0.0,0.0,90,Mist,mist,2018-08-03 21:00:00,2632
,303.51,0.0,0.0,20,Clouds,few clouds,2016-07-26 13:00:00,4251
,286.64,0.0,0.0,1,Clear,sky is clear,2016-07-01 02:00:00,381
,280.5,0.0,0.0,40,Clouds,scattered clouds,2013-10-26 13:00:00,5127
,282.06,0.0,0.0,1,Clear,sky is clear,2013-03-31 19:00:00,4094
,287.88,0.0,0.0,90,Mist,mist,2017-05-17 21:00:00,2348
,269.75,0.0,0.0,5,Clear,sky is clear,2018-04-07 13:00:00,5126
,266.48,0.0,0.0,98,Clouds,overcast clouds,2013-02-06 01:00:00,294
,284.05,0.25,0.0,1,Mist,mist,2014-05-20 04:00:00,807
,286.77,0.0,0.0,90,Clouds,overcast clouds,2013-05-26 22:00:00,1895
,289.9,0.0,0.0,0,Clear,Sky is Clear,2013-08-13 04:00:00,868
,256.53,0.0,0.0,1,Clear,sky is clear,2014-03-02 17:00:00,3607
,297.44,0.0,0.0,1,Clear,sky is clear,2016-08-28 20:00:00,2966
,293.37,0.0,0.0,1,Mist,mist,2013-09-07 05:00:00,950
,289.62,0.0,0.0,75,Rain,moderate rain,2017-06-24 14:00:00,4560
,270.42,0.0,0.0,1,Mist,mist,2017-01-18 06:00:00,5422
,265.69,0.0,0.0,75,Clouds,broken clouds,2012-12-31 19:00:00,3294
,282.61,0.0,0.0,1,Clear,sky is clear,2018-04-26 09:00:00,5495
,268.48,0.0,0.0,90,Snow,light snow,2017-12-09 04:00:00,471
,291.2,7.11,0.0,90,Drizzle,light intensity drizzle,2018-09-20 20:00:00,2740
,291.79,5.46,0.0,90,Thunderstorm,proximity thunderstorm,2016-07-10 06:00:00,1481
,274.35,0.0,0.0,40,Clouds,scattered clouds,2016-02-24 20:00:00,2962
,288.29,0.0,0.0,20,Mist,mist,2012-11-11 18:00:00,3390
,282.09,0.0,0.0,75,Fog,fog,2017-02-22 19:00:00,3289
,289.771,0.0,0.0,44,Rain,light rain,2016-10-15 23:00:00,1996
,255.66,0.0,0.0,64,Clouds,broken clouds,2014-01-01 18:00:00,2586
,300.59,0.0,0.0,1,Clear,sky is clear,2015-08-12 13:00:00,5088
,270.44,0.0,0.0,1,Clear,sky is clear,2017-03-21 08:00:00,6345
,274.86,0.0,0.0,90,Clouds,overcast clouds,2012-10-27 21:00:00,2931
,286.36,0.0,0.0,90,Clouds,overcast clouds,2015-08-25 03:00:00,353
,301.55,0.0,0.0,40,Clouds,scattered clouds,2018-05-17 19:00:00,3647
,254.83,0.0,0.0,1,Clear,sky is clear,2014-02-07 09:00:00,5002
,273.95,0.0,0.0,90,Clouds,overcast clouds,2018-03-01 01:00:00,369
,281.58,0.0,0.0,20,Clouds,few clouds,2016-05-17 03:00:00,324
,249.27,0.0,0.0,1,Clear,sky is clear,2014-03-02 09:00:00,2482
,286.557,0.0,0.0,92,Rain,moderate rain,2017-02-20 16:00:00,5107
,283.17,0.0,0.0,20,Clouds,few clouds,2018-09-28 19:00:00,4286
,300.11,0.0,0.0,75,Clouds,broken clouds,2013-06-24 15:00:00,5656
,291.49,0.0,0.0,40,Rain,moderate rain,2018-05-08 06:00:00,5958
,266.58,0.0,0.0,1,Mist,mist,2017-12-10 20:00:00,2560
